doc_id,argument,start,end
6888,who formed the group,19422,19442
6888,us based outfit,19642,19657
6888,they propelled the crusade,20349,20375
6888,that contained thousands,21999,22023
6888,who intimidate muslims,22909,22931
6888,there is justification,24716,24738
6888,new yorkbased,25859,25872
6888,right leaning,27496,27509
6888,that shattered the parn,29181,29204
6890,ill be,226,232
6903,rich passing,6,18
6916,you shared the content,72,94
6925,who thought eikenberry,0,22
6927,we had fox,53,63
6936,he cosponsored the corker,22,47
6937,whos jim,0,8
6958,we got nides,17,29
6958,usaid got,72,81
6963,you have moment,53,68
6964,you left hope,152,165
6989,thats the result,0,16
6990,you need assistance,89,108
6993,you hear thx,38,50
7029,you see the photos,12,30
7029,very funnyill bring,117,136
7029,funnyill bring,122,136
7043,we get decision,29,44
7045,you seen the memcon,5,24
7054,you check eur,175,188
7054,there is any give,275,292
7084,only rolling,835,847
7084,swollen knuckles,1642,1658
7084,raffish strawcolored,1826,1846
7084,they prompted recollections,3840,3867
7084,that involves guitar,5352,5372
7084,that pulls no punches,5698,5719
7084,former rolling,5916,5930
7084,he left the band,5961,5977
7084,they involve credit,6351,6370
7084,worth sharing,8504,8517
7084,he did an ad,8874,8886
7084,sullen haunted,9382,9396
7084,me lighting cigarette,9611,9632
7085,he wanted options,1536,1553
7085,he wanted strategy,1647,1665
7085,their projected peak,1723,1743
7085,they meet the presidents,2289,2313
7085,that illustrate the problem,2756,2783
7085,firm have,3178,3187
7085,that mean obama,3279,3294
7085,there is no doubt,5275,5292
7085,you win this war,6437,6453
7085,there are no heroes,6852,6871
7085,there are no heroes,7292,7311
7094,also worth reading,291,309
7094,worth reading,296,309
7105,you like lauren,359,374
7107,you offer the possibility,14,39
7107,thats the criticism,209,228
7108,easy go,10,17
7135,we have an announcement,137,160
7165,you saw the report,191,209
7165,which straddles the border,2221,2247
7165,they lack jurisdiction,2882,2904
7165,he told the telegraph,3523,3544
7165,they have people,4825,4841
7165,he awaits execution,5726,5745
7165,that control the borders,6925,6949
7165,which issued report,7172,7191
7165,who traffic consumer,7950,7970
7165,which won the camera,8054,8074
7165,bogus said,12148,12158
7165,wildly successful according,12692,12719
7165,successful according,12699,12719
7165,he killed the clerics,13002,13023
7165,there is no basis,14190,14207
7180,you have the chance,234,253
7183,you make reservations,62,83
7191,anyone claim responsibility,4,31
7195,there is context,22,38
7195,other waterrelated,644,662
7195,overall governing,2217,2234
7195,they wanted reliability,3272,3295
7195,we met no one,4122,4135
7195,that had lights,4610,4625
7195,most sit,4739,4747
7195,we heard the cluster,5143,5163
7195,former feels,5456,5468
7195,latter feels,5507,5519
7195,you get the picture,5782,5801
7195,there is no accountability,6717,6743
7195,there is no feedback,6913,6933
7195,we met woman,8278,8290
7195,nonun logisticsfocused,11161,11183
7195,they access food,11465,11481
7195,anyone expects an outbreak,12414,12440
7195,nonearthquake related,13775,13796
7195,there is succession,13862,13881
7195,lowest lying,15170,15182
7195,sufficient ensure,15320,15337
7200,there is context,22,38
7200,other waterrelated,644,662
7200,overall governing,2235,2252
7200,they wanted reliability,3281,3304
7200,we met no one,4151,4164
7200,that had lights,4639,4654
7200,most sit,4768,4776
7200,we heard the cluster,5169,5189
7200,former feels,5482,5494
7200,latter feels,5533,5545
7200,you get the picture,5808,5827
7200,there is no accountability,6743,6769
7200,there is no feedback,6939,6959
7200,we met woman,8304,8316
7200,nonun logisticsfocused,11187,11209
7200,they access food,11491,11507
7200,anyone expects an outbreak,12440,12466
7200,nonearthquake related,13801,13822
7200,there is succession,13888,13907
7200,lowest lying,15196,15208
7200,sufficient ensure,15346,15363
7203,we do conf,6,16
7208,we made progress,5,21
7226,we reached agreement,122,142
7228,you like the man,8,24
7230,them pres fernandez,217,236
7233,we get team,71,82
7236,her appreciate the help,154,177
7242,me know what time,4,21
7250,you give transcript,83,102
7253,they appreciated the recognition,265,297
7255,you talked mitchell,5,24
7278,you get info,723,735
7300,sweet thank,13,24
7309,brilliant keep,46,60
7313,you had both options,320,340
7318,we need health,28,42
7321,sure say,7,15
7326,accurate given,72,86
7326,that raised doubts,103,121
7334,which passed the legislation,875,903
7344,you get callvisit,38,55
7376,you talk feltmann,9,26
7382,you talk tomorrow,4,21
7397,we prepared statementw,5,27
7400,mag covers,133,143
7404,there is info,8,21
7416,me draft this morning,13,34
7423,he thought labour,961,978
7423,what expected the conservatives,3169,3200
7423,worth lifting,3490,3503
7427,we include policy,23,40
7429,d say,81,86
7430,there was decision,52,70
7450,rich given,0,10
7451,we do conf,9,19
7454,we reschedule the dinner,4,28
7472,we have handouts,34,50
7493,really worth skimming,181,202
7493,worth skimming,188,202
7493,you set the agenda,226,244
7496,anything happening 14b,342,364
7503,that meets lunds,3730,3746
7503,there are insights,4828,4846
7503,that urged secretary,5987,6007
7503,he thought this proposal,7102,7126
7503,we took part,9124,9136
7503,currently available given,14700,14725
7503,available given,14710,14725
7503,who pays the bills,15440,15458
7503,worth stating,15465,15478
7503,many issuesdefeating,16074,16094
7503,comparable exists,18153,18170
7503,which became operation,18907,18929
7503,this satisfied the need,22559,22582
7503,small compared,22713,22727
7503,who followed dobbins,22809,22829
7503,there is no need,23476,23492
7503,which allowed an expansion,23871,23897
7503,worth taking,26596,26608
7503,those taking this career,27586,27610
7503,we combine the observations,28503,28530
7503,we cling this picture,29560,29581
7503,it has utility,30026,30040
7513,you win the party,367,384
7513,we ran the issues,465,482
7513,we got people,497,510
7547,definitely worth reading,63,87
7547,worth reading,74,87
7547,us peacemaking efforts,517,539
7547,he told bibi,4524,4536
7547,his negotiating tactics,5187,5210
7547,his negotiating tactics,5604,5627
7547,we keep the door,6406,6422
7553,so sorry had,42,54
7553,sorry had,45,54
7553,whats the news,80,94
7591,right bringing,54,68
7592,you have chance,23,38
7600,ill add,85,92
7616,she called blueprint,1347,1367
7644,whats the verdict,3,20
7645,hard helping,48,60
7647,he has rematch,138,152
7654,ok let,275,281
7654,you hear love,295,308
7661,short takes,11,22
7677,such telling,141,153
7680,you have an opinion,3,22
7681,you have an opinion,3,22
7689,ill let,25,32
7694,you have jacks,3,17
7695,you have copy,3,16
7697,ill try,245,252
7714,ill do,0,6
7715,you talk tonight,107,123
7724,quick thought,48,61
7725,you have these papers,12,33
7730,you getting any feedback,4,28
7741,always easier said,80,98
7741,easier said,87,98
7757,who oversaw the writing,9,32
7757,you remove the gossip,578,599
7757,that mesmerized the press,619,644
7757,he got attention,1585,1601
7757,chinese thinking,4527,4543
7757,chinese thinking,4728,4744
7762,quick thought,48,61
7766,it reduces the number,1161,1182
7766,we encourage all senators,5300,5325
7766,there are plenty,5356,5372
7776,ill try,18,25
7785,we do condolence,16,32
7788,you run the traps,4,21
7789,thoughtful wellinformed,363,386
7789,julian assange,1080,1094
7789,he expressed approval,4117,4138
7789,intriguing offering,4919,4938
7789,they provide texture,4998,5018
7789,thats tradeoff,5165,5179
7821,there is state,879,893
7821,you run traps,975,988
7821,unga have,1009,1018
7833,he challenged the ministers,373,400
7833,democratic partys,596,613
7833,there is no need,1525,1541
7833,private removed,1628,1643
7833,they have the right,2732,2751
7833,he answered the question,4025,4049
7833,her proposed path,5276,5293
7833,she want people,5315,5330
7833,he took positions,7274,7291
7833,we have an obligation,7532,7553
7838,we thought thing,59,75
7843,sto telling,23,34
7843,their lying caps,581,597
7843,she explained the software,1141,1167
7850,that constrained missile,672,696
7850,modest reducing,1414,1429
7850,it recognizes the interrelationship,3019,3054
7850,there is no link,3111,3127
7850,those imagined today,3439,3459
7859,he has some reservations,773,797
7866,you have the points,0,19
7866,you got the nonpaper,89,109
7875,you have minute,133,148
7876,they went no mingling,738,759
7876,her looking smashing,1044,1064
7876,there were no grownups,3058,3080
7876,who supported obama,3402,3421
7876,there was no theme,3671,3689
7876,so many expected,4588,4604
7876,many expected,4591,4604
7876,there were plenty,4724,4741
7876,we got the advertising,5448,5470
7876,what policies the riskaverse,5642,5670
7888,we joined the nations,318,339
7888,they anchor the accords,804,827
7893,we begin start,295,309
7893,there is way,327,339
7893,you have any reason,457,476
7911,you did tonight,43,58
7912,it takes consent,144,160
7925,too much going,669,683
7925,much going,673,683
7934,worldview think,997,1012
7934,his expanding philanthropic,1721,1748
7934,there are no plans,4308,4326
7934,content letting,4384,4399
7934,his trusted deputies,4400,4420
7934,who wrote biography,4581,4600
7934,rich have,4737,4746
7938,she had tears,317,330
7938,my working life,1634,1649
7938,he needs lift,2478,2491
7940,worth read,41,51
7942,he filed cloture,151,167
